IPN,MPN,Value,Manufacturer,Description,Symbol,Footprint,Current,Voltage,Datasheet,LCSC
DIO-0000-0000,1SV324TPH3F,1SV324,Toshiba Semiconductor and Storage,DIODE VARACTOR 10V SINGLE USC,g-dis:D_Capacitance_Filled,g-dio:D_SOD-323,/,10V,https://toshiba.semicon-storage.com/info/1SV324_datasheet_en_20140301.pdf?did=2856&prodName=1SV324,C3272930
