"IPN","MPN","Manufacturer","Description","Class","Value","Symbol","Footprint","Datasheet","LCSC"
"FIL-0000-1076","HCFF3-10.700-F150IL10AL","HCI","Ceramic filter 10.7MHz, 150kHz BW, 10dB IL","CERAMIC","10.7M","g-pas:Y_Resonator_Small","g-fil:Resonator_SMD_Murata_SFECV-3Pin_6.9x2.9mm","https://www.lcsc.com/datasheet/C42392419.pdf","C42392419"
